steuerperiode	kanton	null_norm	null_sond	cpop	cinc	G_steink	G_reink	G_taxed	ppop0	G_steink0	G_steink_halb	p1	p5	p10	p20	p25	p30	p40	p50	p60	p70	p75	p80	p90	p95	p96	p97	p98	p99	p9950	p9990	p9999	mean	sum_pflichtige
1951.5	"AR"			7921	63839	.2952136		.2861133	.0003787	.2952136	.2952136	4.048498	4.253749	4.538667	5.07828	5.217568	5.370696	5.729265	6.181603	6.778408	7.581285	8.113716	8.762578	11.25965	15.31387	17.15027	19.64586	25.20886	37.27787	55.52864	138.9379		8.059463	7921
1953.5	"AR"			9359	76432	.2963132		.2871991	.0002137	.2963132	.2963132	4.052886	4.277333	4.590506	5.114027	5.258044	5.41649	5.78797	6.264549	6.906349	7.738838	8.274122	8.93837	11.48109	15.54062	17.07261	19.79896	24.19705	33.70498	53.01162	158.2304		8.166684	9359
1955.5	"AR"			9366	80043	.3141095		.3042343	.0002135	.3141095	.3141095	4.056498	4.296825	4.633579	5.154084	5.31621	5.495171	5.917092	6.426724	7.091022	7.951274	8.51595	9.265659	12.32677	16.74508	18.6301	21.61244	27.29968	42.40094	62.04622	141.1891		8.546124	9366
1957.5	"AR"			10133	88085	.3264414		.3163209	.0000987	.3264414	.3264414	4.065598	4.346251	4.743723	5.233442	5.417337	5.621077	6.092468	6.642875	7.355194	8.303265	8.909659	9.732746	12.99767	18.10462	20.48556	23.51074	29.06415	44.1344	70.19231	138.6369	987.0529	8.692884	10133
1959.5	"AR"			5483	65872	.3493341		.340001	.0001824	.3493341	.3493341	6.029223	6.150642	6.313528	6.683456	6.895269	7.115003	7.603744	8.226152	9.063521	10.33026	11.19886	12.46783	17.85037	26.17253	29.73915	34.04708	46.02074	72.47215	110.2975	232.6922		12.01386	5483
1961.5	"AR"			6993	81151	.323577		.3157352	0	.323577	.323577	6.031155	6.160707	6.334768	6.731165	6.958791	7.185787	7.708224	8.369237	9.236095	10.43067	11.25836	12.40339	17.82785	25.0131	28.10997	33.37055	44.37422	61.20124	82.43461	183.4744		11.6046	6993
1963.5	"AR"			7723	102707	.3351388		.3271893	0	.3351388	.3351388	6.120913	6.643152	7.104202	7.564703	7.829569	8.104324	8.690299	9.424105	10.38619	11.78333	12.78446	14.17585	20.02265	29.62156	33.47973	39.43151	48.4822	68.87682	102.2585	278.6232		13.29885	7723
1965.5	"AR"			7533	118910	.3486865		.3398807	0	.3486865	.3486865	7.166922	7.894633	8.219997	8.780823	9.087235	9.386479	10.08631	10.9381	12.07645	13.76721	14.81677	16.4551	23.80084	35.17065	39.75727	47.19553	59.80807	89.74718	133.8101	327.3008		15.78521	7533
1967.5	"AR"			9862	157791.9	.3294362		.321393	.0001014	.3294362	.3294362	7.200253	8.043523	8.336642	9.096348	9.431243	9.802898	10.6533	11.62988	12.82024	14.53732	15.72259	17.30967	23.82825	33.54284	38.03527	46.07423	58.51628	85.94609	118.3574	288.2886		15.99999	9862
1969.5	"AR"			11443	201476.3	.346602		.3377707	.0000874	.346602	.346602	7.290528	8.1655	8.599037	9.534146	10.06858	10.50569	11.54392	12.71448	14.18807	16.08721	17.37312	19.18908	26.12454	36.53513	41.48154	49.71052	64.44443	96.86817	131.9427	423.9431	960.1156	17.60695	11443
1971.5	"AR"			11331	237931.1	.3302478		.320612	.0000883	.3302478	.3302478	9.330503	10.21763	10.71003	11.74166	12.32334	12.8419	14.14194	15.4279	17.12632	19.37748	20.88988	23.07013	31.40668	43.94988	50.12173	60.11568	77.49839	111.524	157.4217	389.0603	959.1858	20.99824	11331
1973.5	"AR"			12512	294246	.3441916		.332569	.0002398	.3441916	.3441916	9.565924	10.48585	11.29315	12.73014	13.49239	14.24675	15.64945	17.27788	19.18577	21.81851	23.59609	25.97348	35.47684	51.08559	58.01858	67.98311	85.66048	125.0877	180.3052	454.9793		23.5171	12512
1975.5	"AR"			13879	383747	.3484088		.3359202	.0003603	.3484088	.3484088	10.14632	11.19755	12.32854	14.46153	15.5497	16.64612	18.68025	20.8886	23.37093	26.63355	28.735	31.66415	42.42948	58.55769	65.22007	76.99554	94.47422	135.8238	199.2809	525.1043		27.64947	13879
1977.5	"AR"			14832	432201.9	.3417087		.3298956	.0002023	.3417087	.3417087	10.15342	11.2756	12.51735	15.09918	16.28425	17.59618	20.17993	22.77208	25.61918	29.33811	31.78543	34.80694	46.0903	60.75362	67.21596	77.33476	95.05091	140.261	203.1422	462.6443		29.13983	14832
1979.5	"AR"			15388	481127	.3508932		.3384118	.0002599	.3508932	.3508932	10.18464	11.40778	12.83085	15.76774	17.17338	18.50909	21.30252	24.32818	27.43303	31.70447	34.41787	37.89251	50.29824	66.08261	73.29475	84.65708	103.4016	151.5935	218.3853	471.2207		31.26638	15388
1981.5	"AR"			16217	543117.9	.3539923		.3411541	.0003083	.3539923	.3539923	10.24609	11.70683	13.44475	16.59119	18.20367	19.73172	22.85719	25.98114	29.47352	34.14753	37.25206	41.10804	54.63516	71.98622	79.27985	90.04432	108.5969	152.1215	226.2979	542.8574		33.49065	16217
1983.5	"AR"			17523	620251.8	.3581342	.3195352	.3446334	.0003424	.3581342	.3581342	10.67142	12.19337	13.8327	17.36873	19.04426	20.72047	24.22686	27.37726	31.29881	36.08155	39.09031	43.14697	57.1201	75.7432	83.79298	95.82787	117.8201	164.9595	238.3565	575.2987		35.39644	17523
1985.5	"AR"			18383	694429.2	.362105	.3225345	.3486104	.0004352	.362105	.362105	11.36142	12.82873	14.63279	18.2552	20.1417	21.86627	25.48772	29.15037	33.2886	38.58461	42.00025	46.3912	61.228	81.07391	89.1929	103.493	127.9994	178.4368	260.0107	613.0507		37.77562	18383
1987.5	"AR"			20098	783834.6	.3571211	.3265215	.3435732	.0092547	.3571211	.3571211	10.40161	12.22575	15.09928	18.76365	20.80036	22.59768	26.50392	30.55002	34.83812	40.21616	43.47142	47.94197	62.92401	82.93269	92.21185	107.6652	134.9349	192.1719				39.00063	20098
1989.5	"AR"			19778	883898.8	.3558954	.344841	.3428329	.0110729	.3558954	.3558954	10.79966	14.80859	17.59576	22.30297	24.44456	26.3552	30.42376	34.51106	39.35365	45.56411	49.34257	54.36355	70.80241	94.63067	105.7474	122.5548	151.1499					44.69101	19778
1991.5	"AR"			20320	999847.5	.3509953	.3388416	.3379301	.0126969	.3509953	.3509953	11.33639	16.13522	19.78532	25.2083	27.23429	29.58052	33.8361	38.42173	43.64758	50.38768	54.55478	59.84628	77.8351	104.0033	115.3092	132.8549	161.891					49.20509	20320
1993.5	"AR"			21037	1157980	.3453697	.3320659	.3324752	.0155916	.3453697	.3453697	15.03258	18.34115	22.26517	28.19592	30.88525	33.36516	38.26836	43.52205	49.582	56.83509	61.38678	67.15805	89.28635	112.8867	123.2318	140.1511	173.4625					55.04493	21037
1995.5	"AR"	4260	410	20667	1180256	.3453896	.3330814	.3322808	.0134794	.4572619	.4255619	15.1957	19.21424	23.06247	29.28784	31.93381	34.66511	39.8294	45.27687	51.38867	59.04257	63.92033	70.19224	90.78558	118.0382	129.4556	145.8193	179.2606					57.10825	20667
1997.5	"AR"	5521	480	20125	1165311	.3402373	.3279487	.3277035	.0133744	.4822692	.4390734	15.87889	20.30903	24.36477	30.38854	32.80075	35.52251	40.66581	45.97817	52.0601	59.662	64.38186	70.31844	91.02098	118.3923	130.1215	147.041	183.001					57.90365	20125
1999.5	"AR"	6076	623	19833	1147861	.3504064	.3377818	.3372805	.0130457	.5027447	.454629	15.83519	20.06286	23.81615	29.75344	32.17317	34.79415	39.78149	45.17319	51.43115	58.91534	63.68007	69.46363	89.50715	116.9141	129.1588	147.5482	183.3355					57.8763	19833
2001	"AR"	5028	178	23262	1463227	.3609836	.347813	.3476357	.0164016	.4745564	.4421863	16.86566	20.64193	24.62256	31.52558	34.46067	37.18085	42.78256	48.48023	55.05348	63.28849	68.72656	75.51055	97.55434	129.1031	141.9717	162.6395	199.6305					62.90204	23262
2002	"AR"	5409	342	22809	1386219	.3397783	.3295048	.3279522	.0137147	.4663337	.4303267	16.84426	20.61568	25.00799	31.62621	34.52923	37.26097	42.74942	48.39039	54.88188	63.14606	68.40415	75.10577	96.49375	124.4296	135.7977	152.5475	184.8983					60.77508	22809
2003	"AR"	5711	353	23436	1437694	.3467412	.3352239	.3343442	.0147528	.4747393	.4351138	16.83105	20.54001	24.59305	31.52569	34.57649	37.18978	42.63018	48.37481	55.12052	63.42371	68.67438	75.33693	96.63262	126.3765	137.7444	155.3678	191.2581					61.34552	23436
2004	"AR"	5632	442	22416	1345252	.3279134	.3192296	.3169536	.0119438	.4628675	.4217201	16.91663	20.85834	25.21571	31.89771	35.021	37.54527	42.9365	48.54871	55.32917	63.56116	68.66283	75.19888	95.89121	122.2383	132.4347	146.8452	175.382					60.01303	22416
2005	"AR"	5497	368	22395	1335559	.3249183	.3164108	.3142309	.0112577	.4579645	.4175276	16.89937	20.79663	25.14586	31.96199	35.01178	37.46965	42.8821	48.55795	55.28867	63.26886	68.44269	74.66179	95.80534	123.0656	132.9953	146.9882	172.9457					59.63647	22395
2006	"AR"	6061	428	22239	1352925	.3262574	.3177243	.3158533	.0117314	.4705526	.4247265	16.99187	21.11209	25.61001	32.73813	35.69224	38.22702	43.43361	49.14499	55.83759	64.1563	69.74387	76.14039	97.76645	124.9674	135.7877	151.3214	177.8882					60.8357	22239
2007	"AR"	5835	419	22603	1403195	.3279168	.3197849	.317355	.0120613	.4658169	.4230242	17.17596	21.52672	25.94278	33.05169	36.05698	38.80328	44.39788	50.24461	56.91263	65.65004	71.0825	78.04508	100.3186	127.6885	137.7797	152.4264	179.1073					62.08004	22603
2008	"AR"	6017	404	22808	1428695	.3343692	.3252798	.3230222	.0133565	.4733146	.4298581	17.15365	21.51415	26.00947	33.12305	36.14285	38.99855	44.45342	50.424	56.75148	64.7859	70.11362	76.67651	98.99092	129.0366	140.388	157.3085	186.2614					62.64009	22808
2009	"AR"	6175	398	22828	1438298	.3352951	.3266479	.3241105	.0144123	.4768167	.4325697	16.47058	21.59922	26.03769	33.06681	36.08597	38.87937	44.57317	50.41439	57.31036	65.81481	71.12325	77.84219	101.865	133.0581	144.9218	162.9214	192.7239					63.00585	22828
2010	"AR"	6141	398	22897	1456905	.3417488	.3327236	.330173	.0136373	.4809568	.4372962	16.44381	21.53003	25.92324	32.93235	35.9714	38.77111	44.51849	50.52681	57.31818	66.08738	71.5249	78.17139	102.7144	133.377	144.9496	161.8171	189.0578					63.62863	22897
1918	"BE"			34457	141180.5	.2716761		.2660048	0	.2716761	.2716761	2.504674	2.523944	2.549432	2.605849	2.637291	2.671322	2.813425	3.047694	3.40855	3.865254	4.164602	4.549078	5.871248	7.835415	8.710055	9.923209	12.02256	17.67239	24.86162	58.16337	248.3396	4.097297	34457
1923	"BE"			35920	205985.8	.2559712			.0001392	.2559712	.2559712	2.020637	2.107579	2.227247	2.511989	2.683164	2.879074	3.370039	4.059885	5.037012	5.624507	6.031827	6.570705	8.571384	11.42917	12.66127	14.44773	17.51873	24.30517	33.42726	75.18487		5.73457	35920
1941.5	"BE"			118309	651124	.3128612			.0011073	.3128612	.3128612	2.017385	2.090323	2.18995	2.42373	2.562248	2.719093	3.105098	3.632975	4.402675	5.326018	5.782859	6.395651	8.74501	12.09591	13.46479	15.46062	18.78584	27.64136	41.1754			5.503588	118309
1945.5	"BE"			1485	-1891	-291.2481		-127.0451	-.0006734	-291.2481	-291.2481				65.27893	65.65933	66.06844	66.99176	68.10047	69.48243	71.51434	72.88694	74.60278	80.17726	85.63515	87.47008	89.89384						-1.273401	1485
1947.5	"BE"			235423	1389782	.3737548		.3661859	.0009472	.3737548	.3737548	2.039508	2.209977	2.45522	3.040115	3.221117	3.426545	3.934117	4.430605	5.081436	5.949707	6.522669	7.2654	10.07697	13.90628	15.42562	17.63187	21.39287	30.28861	43.03757	97.48315		5.90334	235423
1949	"BE"			200241	1531961	.3328424		.3246329	.0013284	.3328424	.3328424	3.073178	3.392646	3.862288	4.328799	4.548079	4.794793	5.300367	5.898878	6.6581	7.710503	8.404407	9.276985	12.31886	16.55521	18.28086	21.14002	25.89416	36.47474	50.73126			7.650586	200241
1950	"BE"			150380	1340197	.3150798		.3062629	.0017689	.3150798	.3150798	4.072383	4.383391	4.827364	5.296245	5.500666	5.727929	6.246333	6.887545	7.705417	8.81228	9.524276	10.43882	13.88606	18.88111	21.12612	24.36435	30.07277	41.78244	58.74171			8.912069	150380
1951.5	"BE"			159956	1443721	.302529		.294319	.0000438	.302529	.302529	4.078774	4.418616	4.907387	5.346979	5.565411	5.808795	6.350414	7.026096	7.860445	8.986797	9.710406	10.61553	13.95841	18.50453	20.50476	23.44537	28.55764	39.68627	55.29018	124.9069	381.1323	9.025739	159956
1953.5	"BE"			181957	1718928	.3133		.3045044	.000022	.3133	.3133	4.087249	4.46567	5.005094	5.444261	5.701032	5.988932	6.568068	7.291462	8.202428	9.406039	10.19221	11.14618	14.59437	19.3468	21.40999	24.56354	30.1286	42.54848	59.34251	142.809	452.0274	9.446891	181957
1955.5	"BE"			183307	1759027	.318263		.309166	.0000164	.318263	.318263	4.09185	4.491389	5.024131	5.476512	5.741439	6.031907	6.618119	7.350054	8.27664	9.511401	10.30968	11.28947	14.84284	19.86932	22.03051	25.39365	31.37526	44.88437	63.55182	150.7643	414.5848	9.596071	183307
1957.5	"BE"			204665	2017288	.3298408		.320437	9.77e-06	.3298408	.3298408	4.104961	4.56532	5.079599	5.608614	5.921496	6.215672	6.883594	7.672059	8.674031	10.02882	10.88731	11.96414	15.7504	20.95413	23.25452	26.78454	33.11621	47.89271	66.45776	157.6433	484.4032	9.856536	204665
1959.5	"BE"			135262	1659925	.321536		.3140368	.0000444	.321536	.321536	6.039917	6.206522	6.431913	6.951661	7.225561	7.524156	8.222055	9.086427	10.19044	11.68467	12.67295	13.95107	18.6395	25.9075	29.20129	34.03513	42.46207	60.61494	84.97932	192.2363	540.5733	12.27192	135262
1961.5	"BE"			155928	1987580	.3335053		.3254655	.0000577	.3335053	.3335053	6.045036	6.233415	6.489289	7.069521	7.357656	7.678676	8.410647	9.311442	10.46633	12.05646	13.10433	14.4434	19.4885	27.16086	30.52789	35.8423	44.93425	64.41003	92.17324	207.9221	637.739	12.74678	155928
1963.5	"BE"			164493	2370220	.3395816		.3316306	.0000486	.3395816	.3395816	6.184636	7.000871	7.272265	7.900465	8.232488	8.588062	9.408064	10.41988	11.71952	13.50989	14.68879	16.2391	22.00214	31.12904	35.12436	41.60405	52.4965	75.00169	107.8874	244.7471	678.4558	14.40925	164493
1965.5	"BE"			164889	2742529	.3452157		.3368133	.000091	.3452157	.3452157	7.213663	8.037959	8.352951	9.071003	9.436433	9.84338	10.74266	11.86077	13.32334	15.33988	16.66609	18.42866	25.43355	36.55571	41.6776	49.313	62.05126	89.97119	127.8302	289.6099	940.7824	16.63258	164889
1967.5	"BE"			206858	3652911	.3449362		.33647	.0000773	.3449362	.3449362	7.286918	8.153395	8.561358	9.491773	10.03144	10.44881	11.50137	12.73438	14.36751	16.51895	18.03154	19.85007	27.12536	37.87712	42.71093	50.22925	63.94387	93.12066	133.5495	297.7242	876.8592	17.65903	206858
1969.5	"BE"			234373	4439682	.3433245		.3347871	.0000683	.3433245	.3433245	7.411496	8.320821	9.02403	10.18526	10.7049	11.3289	12.54256	14.02304	15.69464	18.15814	19.70079	21.71089	29.208	40.16885	45.00019	52.56544	66.48979	98.69999	139.8236	295.0883	838.5356	18.9428	234373
1971.5	"BE"			228934	5133902	.3329976		.3233582	.0001267	.3329976	.3329976	9.442472	10.35687	11.08322	12.34072	13.02828	13.61172	15.09963	16.64458	18.64515	21.40843	23.21253	25.56987	34.21023	47.05488	52.79972	61.99507	77.83893	113.3792	161.473	346.8849		22.42525	228934
1973.5	"BE"			252997	6304133	.3447959		.3332586	.0001581	.3447959	.3447959	9.653464	10.64153	11.59895	13.36703	14.20972	15.04327	16.59082	18.44851	20.68692	23.73857	25.86941	28.50142	38.59492	53.10065	59.52095	69.59315	88.33721	128.7473	182.8744	383.4725		24.91782	252997
1975.5	"BE"			285259	8253688	.3355741		.324085	.0001087	.3355741	.3355741	10.17071	11.38485	12.71773	15.39043	16.59532	17.75905	20.08724	22.45672	25.4292	29.14968	31.65735	34.74889	46.20835	61.33477	67.2392	77.03092	94.50815	135.8936	189.0408	385.402		28.93402	285259
1977.5	"BE"			281154	8670953	.3290826		.3181439	.0000569	.3290826	.3290826	10.20715	11.52043	13.0786	16.16365	17.62662	19.15766	21.85632	24.71778	28.0298	32.36419	35.2002	38.48626	50.41078	65.34274	71.08786	79.47173	94.77599	132.8629	184.4363	364.3722	820.9795	30.84058	281154
1979.5	"BE"			295669	9371470	.3311089		.3200345	.0000643	.3311089	.3311089	10.21518	11.56907	13.18341	16.41199	18.05685	19.53957	22.47208	25.49317	28.97204	33.47364	36.37466	39.8698	52.03129	67.35983	73.06283	81.92675	97.94301	135.6067	188.2021	363.3516	849.154	31.69582	295669
1981.5	"BE"			315685	1.06e+07	.335979		.324441	.0000665	.335979	.335979	10.25366	11.73055	13.49519	17.09776	18.77934	20.50769	23.72426	26.92666	30.87987	35.82415	38.81521	42.62389	55.56465	71.62144	77.8376	87.06255	103.9815	143.1774	197.6313	374.7233	864.7631	33.5753	315685
1983.5	"BE"			330757	1.18e+07	.3384287	.3131617	.3262402	.0001119	.3384287	.3384287	10.8335	12.36115	14.25251	18.04567	19.82901	21.64364	25.12293	28.39524	32.46895	37.64345	41.01006	45.15199	59.08438	76.56781	83.16338	92.77762	110.4867	152.1295	209.9456	416.0422		35.57336	330757
1985.5	"BE"			331835	1.26e+07	.3395674	.3145335	.3276047	.0001266	.3395674	.3395674	11.42033	13.08358	15.05828	18.89421	20.85147	22.81532	26.44573	30.4584	34.74146	40.4578	43.93552	48.3622	63.37644	81.48112	88.31489	98.19264	115.8205	157.7204	219.2803	427.597		37.85654	331835
1987.5	"BE"			362896	1.41e+07	.3354394	.3189489	.3233324	.0063517	.3354394	.3354394	10.44091	12.46329	15.38561	19.55363	21.49082	23.4845	27.34858	31.35832	35.7843	41.36187	44.88027	49.23613	63.93672	82.2036	96.86264	99.41418	117.668	161.2104				38.75901	362896
1989.5	"BE"			358037	1.55e+07	.3280285	.3199783	.3169913	.0077953	.3280285	.3280285	10.82139	15.02452	17.78976	22.63867	25.04007	26.81636	30.9432	35.18219	40.08155	46.20979	50.12513	54.76458	70.4794	90.15482	97.6675	109.4012	129.6895	177.9296				43.33829	358037
1991.5	"BE"			376515	1.79e+07	.3282245	.3199545	.3171097	.009248	.3282245	.3282245	11.254	15.99235	19.52175	25.1075	27.1974	29.62428	33.9282	38.50593	43.92691	50.78881	55.11373	60.24758	77.29761	98.35894	106.8359	118.8929	140.6535	192.7663				47.43024	376515
1993.5	"BE"			378600	2.01e+07	.3239267	.3154426	.3130656	.0106075	.3239267	.3239267	14.66841	17.92182	21.8162	28.10061	30.87414	33.29284	38.27687	43.48103	49.50284	57.30207	62.15891	68.08063	91.48782	110.0511	118.4958	131.4608	152.7398					53.12877	378600
1995.5	"BE"	80782	15581	370597	1.97e+07	.3195724	.3096558	.3088295	.0085405	.4413465	.4060979	15.10875	18.64623	22.36076	28.35784	31.05213	33.46494	38.37243	43.57631	49.6035	57.17733	61.9894	67.91792	87.60284	110.2804	118.6584	131.3432	151.9605					53.12013	370597
1997.5	"BE"	92445	17070	366620	1.97e+07	.314296	.3043352	.3044263	.0080076	.4523808	.4100375	15.7347	19.5182	23.21905	29.0683	31.56834	34.02495	38.91118	44.11509	50.26692	57.81041	62.61254	68.56491	88.24929	111.1136	119.525	131.959	151.9368					53.62207	366620
1999.5	"BE"	104561	18136	364218	1.91e+07	.3061574	.2969503	.2968465	.0063377	.4609188	.4124224	15.74259	19.53054	23.24627	28.98588	31.4392	33.79952	38.55435	43.62977	49.5118	56.88885	61.48964	67.08636	85.50277	106.5186	114.274	125.4704	143.4324	185.1508				52.45329	364218
2001	"BE"	130211	9605	414181	2.40e+07	.3131365	.3036277	.3033584	.0090523	.4774247	.4293826	17.01293	21.17286	25.54452	31.85354	34.60978	37.05272	42.17007	47.70007	54.17595	62.37725	67.50072	73.78316	94.65359	119.0652	128.5092	141.6889	164.2297					58.02435	414181
2002	"BE"	135835	9630	420025	2.46e+07	.3127921	.3032465	.3030385	.0089753	.4807245	.4317859	17.04522	21.2913	25.70933	32.05624	34.87043	37.30656	42.49728	48.11034	54.66758	62.95632	68.21326	74.64268	95.81216	119.8774	129.1813	142.0977	164.3916					58.45815	420025
2003	"BE"	138244	8885	424177	2.51e+07	.3160191	.3062003	.3059603	.0090715	.4841428	.4315351	17.0854	21.44291	25.91046	32.2529	35.15183	37.50898	42.72387	48.39864	55.15252	63.42418	68.72321	75.33032	96.67747	121.2112	130.3064	143.0463	165.3516					59.1334	424177
2004	"BE"	140272	9097	426138	2.52e+07	.3125864	.3032695	.3027779	.0091983	.4828251	.4299311	17.11153	21.53733	26.04563	32.43516	35.3174	37.73677	43.00493	48.70499	55.49995	63.91804	69.20864	75.89384	97.38244	122.4723	131.6422	144.4847	166.9203					59.22854	426138
2005	"BE"	141783	9426	426859	2.55e+07	.3143665	.3053257	.3043822	.0094189	.4853197	.4324301	17.1411	21.63801	26.16986	32.62952	35.52854	38.00514	43.30595	49.05922	55.90499	64.4528	69.87968	76.61399	98.46149	123.7439	133.1971	146.4577	169.1389					59.81157	426859
2006	"BE"	149063	9756	425677	2.57e+07	.3127401	.3038063	.3033209	.0098062	.4909859	.4335407	17.34215	21.99256	26.56793	33.23489	36.02071	38.54721	43.83714	49.63604	56.4734	65.24296	70.68203	77.38367	99.59843	125.5487	135.0349	148.3301	171.9235					60.48227	425677
2007	"BE"	147461	9888	432027	2.67e+07	.3160508	.3066983	.3062305	.0105352	.4900938	.4350867	17.40814	22.22823	27.00035	33.86575	36.62984	39.33032	44.73366	50.6708	57.57296	66.50107	72.0768	78.96411	101.7216	128.2447	138.1999	152.4558	176.4086					61.90329	432027
2008	"BE"	149040	9761	435892	2.69e+07	.3132204	.3043903	.3033619	.0106765	.4882111	.4330111	17.46157	22.41712	27.29256	34.11233	36.81769	39.53016	44.87561	50.65765	57.28525	65.87623	71.33851	78.09171	100.5077	127.188	137.1517	151.4006	176.335					61.66878	435892
2009	"BE"	148799	9933	440720	2.74e+07	.3120489	.3038036	.3022578	.010612	.4856929	.4316322	16.92816	22.6683	27.57896	34.45059	37.15196	40.06317	45.41415	51.18835	57.98708	66.66287	72.18999	79.06976	101.9871	129.0824	138.8671	152.9379	176.8194					62.23123	440720
2010	"BE"	149641	9936	444507	2.79e+07	.3150119	.3068948	.3050138	.0107583	.4875317	.4339459	16.88115	22.61386	27.56786	34.57389	37.27405	40.1875	45.5946	51.42243	58.27044	67.07727	72.67976	79.7187	102.875	130.1469	140.1627	154.5562	178.1109					62.75217	444507
1918	"BL"			2870	11370.6	.2343707		.2299939	0	.2343707	.2343707	2.507843	2.540286	2.583453	2.680047	2.731803	2.786521	2.91277	3.127525	3.508276	3.827168	4.062571	4.469667	5.719376	7.524467	8.16984	9.513645	10.29945	14.49424				3.961881	2870
1923	"BL"			3663	19797.75	.2156261			0	.2156261	.2156261	2.017779	2.092408	2.194439	2.434265	2.576615	2.738008	3.136081	3.682251	4.481787	5.288702	5.630493	6.079016	7.713151	9.786567	10.61628	11.81881	13.7485	17.68703	24.54935	68.26243		5.404791	3663
1941.5	"BL"			21076	110381	.3218941			.0014234	.3218941	.3218941	2.014639	2.075844	2.158906	2.351538	2.464285	2.590798	2.897431	3.307276	3.888593	4.791301	5.291341	5.861147	8.052929	11.26834	12.71453	14.85621	18.50101	28.3277	43.9567			5.237284	21076
1945.5	"BL"			67884	457211	.3400398		.3378223	.0017972	.3400398	.3400398	2.28291	7.798803	8.181862	8.832042	9.133322	9.397943	10.10345	15.87032	23.74396	33.11424	38.95649	46.42962	62.77279	67.47731	69.06562	71.62971	75.96519	83.73497	91.30354			6.73518	67884
