steuerperiode	kanton	null_norm	null_sond	cpop	cinc	G_reink	ppop0	G_reink0	p1	p5	p10	p20	p25	p30	p40	p50	p60	p70	p75	p80	p90	p95	p96	p97	p98	p99	p9950	p9990	p9999	mean	sum_pflichtige
2007	"SO"	30969	1445	116353	8243168	.3139591	.0141052	.4581738	20.35531	24.74123	29.8239	38.22073	41.71379	45.13982	51.53727	58.78809	67.56504	78.39029	84.88132	92.55544	115.9196	143.45	153.8961	168.9475	192.6935					70.8462	116353
2008	"SO"	30740	1699	117660	8568074	.3138891	.0154987	.4560121	20.52089	25.25279	30.39338	39.39338	42.81284	46.23384	52.95953	60.61343	69.69347	80.97646	87.57308	95.53438	119.5064	147.6408	158.6267	174.0724	198.4289					72.82062	117660
2009	"SO"	31088	1718	118908	8776502	.3161129	.0162538	.4578545	20.51023	25.45667	30.64654	39.81757	43.27732	46.71117	53.47121	61.18323	70.50407	81.7174	88.48141	96.72491	121.4348	149.7824	161.0788	176.7688						73.80918	118908
2010	"SO"	31301	1667	119869	8849192	.3146805	.016412	.4565816	20.46689	25.308	30.58406	40.01272	43.31737	46.75145	53.60648	61.3288	70.70827	82.23551	89.08688	97.32854	122.6072	151.5873	162.5774	177.9301						73.82386	119869
1987.5	"SZ"			40393	1834786	.3515174	.0087639	.3515174	10.6972	14.10534	17.05739	22.17885	24.66779	26.79425	31.34431	36.20254	41.7387	48.20705	52.20667	56.95534	72.34867	92.45288	100.3366	112.9161	134.7718	187.4136				45.42336	40393
1989.5	"SZ"			41379	2099660	.3504106	.0117209	.3504106	11.65808	16.43553	20.05771	25.4372	27.67717	30.28112	35.08423	40.27694	46.17868	53.3227	57.70243	63.04419	80.63429	105.1476	115.0906	130.0757	155.5375					50.74216	41379
1991.5	"SZ"			44021	2461325	.3522388	.0147202	.3522388	13.49989	17.64889	21.62186	27.97704	30.78417	33.2813	38.52117	44.17149	50.57882	58.53455	63.37915	69.10593	88.53016	114.7943	125.8187	142.6189	172.5251					55.91251	44021
1993.5	"SZ"			46294	2907909	.3456454	.0177993	.3456454	15.86352	20.1349	25.06924	32.00406	35.23291	38.10256	44.04033	50.35255	57.38658	66.1745	71.49503	77.86626	98.62901	127.9231	140.1284	158.4216	189.7838					62.81395	46294
1995.5	"SZ"	8926	3223	47799	3128090	.3488576	.0170119	.4513185	16.03995	20.81923	25.6016	32.97735	36.27479	39.3768	45.61121	52.04684	59.66015	68.98776	74.66898	81.31652	103.7633	134.9031	147.4631	167.4741						65.44257	47799
1997.5	"SZ"	10618	3156	48257	3209206	.3478987	.0169172	.465504	16.27352	21.34888	26.05777	33.76149	37.0098	40.27808	46.26009	52.80598	60.55851	70.13082	75.73271	82.52649	105.3385	135.8842	148.2964	168.7585						66.5024	48257
1999.5	"SZ"	11171	3489	49676	3896186	.449091	.0185876	.5502332	16.18317	21.05251	25.52968	33.10599	36.46875	39.68874	45.86922	52.3952	60.18074	69.49264	75.39742	82.36919	105.2276	138.175	152.2425	174.9504						78.43195	49676
2001	"SZ"	13537	568	55949	4822503	.4655358	.0285525	.569658	17.30206	21.94917	26.85064	35.45936	38.85486	41.99055	48.17118	55.13432	63.03905	73.17186	79.44123	87.56847	117.1607	164.9801	186.8886							86.19463	55949
2002	"SZ"	12492	794	58965	4703513	.4041876	.0295282	.5083466	17.62416	22.54812	27.67425	36.45791	40.22722	43.35736	50.12712	57.33986	66.12553	76.97491	83.58603	92.08653	121.5937	168.1056	188.6969							79.76788	58965
2003	"SZ"	13322	683	59208	4917953	.4337981	.0312009	.5377957	17.32602	22.1208	27.20781	35.98086	39.45883	42.61259	49.11768	56.47378	65.03635	75.96729	82.74412	91.39487	123.111	173.2602	195.1167							83.06231	59208
2004	"SZ"	12859	1043	60974	5261303	.4362518	.0346728	.5344361	17.59938	22.58035	27.81379	36.703	40.42675	43.65803	50.63769	58.29394	67.67763	79.47974	86.80908	95.90168	129.502	182.4432								86.28764	60974
2005	"SZ"	13411	1004	61222	5503055	.4544236	.0369676	.5524597	17.63504	22.70032	27.87545	36.72143	40.52056	43.78636	50.79832	58.56258	67.90509	80.0117	87.35628	96.50725	132.0847	188.8551								89.88688	61222
2006	"SZ"	14528	1217	61732	5995153	.4728768	.0412143	.573297	19.18499	23.82315	29.16347	37.97948	41.65005	45.25729	52.42947	60.65617	70.41602	82.88381	90.82391	100.9163	139.2133									97.11581	61732
2007	"SZ"	13601	1348	63030	6208115	.4706034	.0461041	.5645644	19.29803	24.23626	29.61211	38.79089	42.43178	46.02005	53.17023	61.4823	71.38419	83.93253	92.1311	102.3781	143.0327									98.4946	63030
2008	"SZ"	14182	1555	64386	6567692	.4740416	.0495622	.5689802	19.49772	24.46131	30.24047	39.74915	43.35416	46.98247	54.54404	63.08205	73.53057	86.80753	95.25922	105.9824	149.6056									102.005	64386
2009	"SZ"	14077	1656	65515	6888776	.485217	.0482837	.5762638	19.16619	24.60639	30.34452	40.09969	43.62592	47.27232	55.03791	63.63001	74.24871	87.75303	96.21603	106.8856	149.3274									105.1481	65515
2010	"SZ"	14228	1582	66473	6755504	.4656644	.0504826	.5598705	19.41468	24.51332	30.35036	40.14219	43.64908	47.37452	55.20296	64.224	75.24759	88.85209	97.38211	108.5188	152.4063									101.6278	66473
1987.5	"TG"			75087	3287646	.3099184	.0053538	.3099184	10.95815	15.34398	18.07213	23.02953	25.49301	27.60196	32.18333	37.10753	42.6721	49.19338	53.03486	57.47123	70.66669	89.62885	92.67451	101.951	118.3625	154.3812				43.78448	75087
1989.5	"TG"			75029	3582713	.3114378	.0067974	.3114378	11.87327	16.60161	20.17479	25.56854	27.74718	30.28467	35.09657	40.23636	46.21518	53.33426	57.53797	62.38678	77.01594	94.72308	101.8034	112.3409	130.6761	171.8248				47.75104	75029
1991.5	"TG"			80782	4349090	.3201137	.010745	.3201137	14.59354	18.04052	21.95027	28.2596	31.08037	33.66553	39.03756	45.04909	51.68695	59.62506	64.15111	69.64217	86.78102	109.1307	117.717	131.7487	155.149					53.83736	80782
1993.5	"TG"			84584	5015734	.3126144	.0130994	.3126144	15.93602	20.36735	25.06416	31.80136	35.04659	37.76427	43.61854	49.89918	57.24583	65.95407	71.06919	77.00351	95.87877	119.5005	129.2759	142.9771	167.7723					59.29884	84584
1995.5	"TG"	13771	3832	82552	4993835	.3054453	.0103298	.4047436	16.21597	21.41137	26.01983	33.10094	36.25339	39.17326	45.09105	51.2625	58.34359	67.15778	72.35865	78.53967	97.0877	120.2188	129.1803	141.7265	164.1392					60.4932	82552
1997.5	"TG"	18322	4303	82800	5053271	.303271	.0092166	.4295093	16.70808	22.03739	26.43206	33.53328	36.61932	39.57417	45.53193	51.66028	58.90311	67.74641	73.02231	79.11832	97.88391	120.1428	129.2884	142.114	163.3708					61.02984	82800
1999	"TG"	24804	1001	92533	5839530	.3076597	.0105423	.4540143	17.4537	22.45475	26.76941	34.50333	37.56654	40.73034	46.72174	53.22953	60.67058	69.63869	75.04656	81.22724	100.8859	124.8213	134.4438	147.952	171.9794					63.10754	92533
2000	"TG"	23665	1049	93603	6019405	.3093105	.0116571	.4486935	17.65244	22.69023	27.10404	35.13177	38.10886	41.30877	47.47718	54.0583	61.74205	71.19795	76.69927	83.00153	103.2536	128.0118	137.7367	151.7215	177.2161					64.30782	93603
2001	"TG"	21585	1007	96881	6353741	.3071967	.0124171	.4334283	18.41523	23.13927	27.74323	35.86501	39.22134	42.33911	48.56892	55.4269	63.17146	72.72619	78.35197	85.09363	105.3729	130.6577	140.515	155.0794	180.3862					65.58294	96881
2002	"TG"	21601	1118	98564	6484343	.3058023	.0119169	.4305921	18.39663	23.07368	27.7386	36.03603	39.37995	42.52657	48.88098	55.7003	63.55825	73.35852	79.08528	85.75452	106.2576	131.65	141.3062	155.3869	178.8918					65.78815	98564
2003	"TG"	22038	1179	99820	6580665	.3052897	.011817	.4309279	18.39259	23.18615	27.79737	36.02254	39.39019	42.5745	48.92195	55.85361	63.8291	73.68896	79.67371	86.39204	107.3654	132.7049	142.085	155.8599	178.8904					65.92531	99820
2004	"TG"	22181	1553	101056	6776550	.312764	.012691	.4364572	18.49734	23.31558	28.00635	36.20496	39.59178	42.7038	49.09944	56.11916	64.19175	74.33472	80.41431	87.38306	109.0724	134.9787	144.5421	159.0245	182.9471					67.05737	101056
2005	"TG"	22485	1239	103356	6956797	.317623	.0132071	.4395487	17.92016	22.92874	27.5951	35.95767	39.41025	42.56739	48.9483	55.98374	64.24121	74.61234	80.87196	87.79548	109.7905	136.115	145.9173	160.888	185.2808					67.30907	103356
2006	"TG"	24120	1508	103373	7100061	.3173499	.0143302	.4464984	18.80823	23.51182	28.17727	36.55119	40.19326	43.25245	49.82642	57.05405	65.75642	76.40699	82.65785	90.05748	112.5088	139.804	150.0773	166.0215	191.4108					68.6839	103373
2007	"TG"	22888	1969	105893	7420673	.3219097	.0157399	.4424254	18.50341	23.50572	28.3768	36.90629	40.59679	43.83882	50.63045	57.92317	66.79574	77.6419	84.09277	91.67612	115.0503	143.2136	154.1656	170.6193	196.834					70.07709	105893
2008	"TG"	23340	2138	107338	7731162	.326608	.0174092	.4468805	18.61735	23.73615	28.67651	37.58007	41.32367	44.73607	51.53759	59.11335	68.24372	79.72917	86.42786	94.17236	118.5265	148.0127	159.9711	176.9597						72.02632	107338
2009	"TG"	23683	2180	109254	7900340	.3273301	.0170908	.4471676	18.11417	23.77888	28.76793	37.59741	41.38757	44.87126	51.734	59.34172	68.51979	79.85366	86.67196	94.62077	119.5661	148.9862	160.5896	176.8232						72.31168	109254
2010	"TG"	24012	2576	110977	8042136	.3282641	.0178755	.4477533	17.93554	23.52402	28.55643	37.61104	41.40154	44.8751	51.80383	59.42291	68.63993	80.23533	87.06358	95.13616	120.5198	150.2696	162.2123	179.0202						72.46669	110977
1987.5	"TI"			105837	4670996	.3434316	.0101477	.3434316	10.72765	14.31144	16.94715	21.72272	23.96781	26.25526	30.90529	35.64665	40.94745	47.26266	51.1973	55.9187	72.52296	95.54227	105.4525	119.2347	143.0829					44.13387	105837
1989.5	"TI"			105988	5095838	.3471577	.0126807	.3471577	11.33552	15.93827	18.88749	23.98182	26.36724	28.68481	33.26769	38.10963	43.63667	50.51472	54.61687	59.6927	78.41977	104.1173	114.8023	130.7108	158.1921					48.07938	105988
1991.5	"TI"			110253	5747332	.3468676	.0142944	.3468676	12.6023	17.00587	20.52526	26.16079	28.68433	31.22261	36.14353	41.30164	47.38139	54.87164	59.57663	65.47534	85.72689	112.6539	123.6111	140.7234	170.2675					52.12857	110253
1993.5	"TI"			113207	6476357	.3395312	.0156616	.3395312	15.60602	18.69246	22.50719	29.05441	31.89538	34.79672	40.34408	46.02426	52.69493	61.13829	66.35393	72.80068	94.42986	122.8207	134.2827	150.8163	179.796					57.2081	113207
1995.5	"TI"	33857	5	124534	7176190	.3357953	.0120461	.4777729	15.60634	18.6349	22.22266	29.04503	32.08206	35.22715	40.97454	47.07349	54.04597	62.54963	67.74704	74.15475	95.7719	122.4593	133.3987	148.9564	177.8713					57.62434	124534
1997.5	"TI"	35688	0	124566	7275193	.3290634	.0115816	.4784786	15.849	19.88456	23.07813	30.1421	32.90436	35.96533	41.90197	48.09756	55.27016	63.63655	68.8053	75.17676	96.4191	122.7206	133.5749	148.997	176.6563					58.40432	124566
1999.5	"TI"	34845	14	127016	7462923	.3319589	.0121092	.475773	15.86184	20.02735	22.98187	30.08018	32.90491	36.00585	41.96494	48.30098	55.46786	63.81163	69.05459	75.51705	97.02335	124.2377	135.0218	150.4785	178.936					58.75577	127016
2003	"TI"	21594	0	140453	8969958	.339186	.0158781	.4272445	17.00429	20.96346	24.76035	32.52741	35.97523	39.02015	45.29594	51.7205	59.14467	68.12836	73.73534	80.79845	104.5592	134.8721	146.5253	164.1818	193.0188					63.86448	140453
2004	"TI"	13538	0	142147	9498072	.346539	.0196551	.4033624	17.33423	21.54629	25.5177	33.5631	36.97675	40.31629	46.61617	53.51027	61.40376	70.96284	76.77489	84.00879	108.9882	141.1832	154.149	173.9201						66.81866	142147
2005	"TI"	38268	0	141127	9536741	.3504373	.0180161	.4890001	17.35961	21.57783	25.5324	33.54359	37.00439	40.37016	46.71037	53.64637	61.92269	71.79156	77.78823	85.34074	110.7892	143.6869	157.3437	178.0242						67.57559	141127
2006	"TI"	41701	0	133767	9173122	.3500896	.0173479	.5045446	18.57757	22.34384	26.20475	34.24115	37.6008	40.97182	47.4035	54.34927	62.42938	72.23611	78.24756	85.76298	111.3319	144.207	157.7697	178.0119						68.57537	133767
2007	"TI"	40886	0	141093	1.01e+07	.3614891	.0208046	.5049461	18.75436	22.541	26.57593	35.04197	38.25383	41.64297	48.33248	55.65635	64.02821	74.25092	80.62736	88.5612	116.247	153.3245	168.6224	190.6184						71.44134	141093
2008	"TI"	42828	0	141833	1.05e+07	.3682445	.0230476	.5147661	18.88209	22.60783	26.70271	35.46217	38.99675	42.4701	49.46138	56.90613	65.64252	76.27032	82.78754	91.01324	120.5293	160.04	176.3758							73.72993	141833
2009	"TI"	45580	232	144487	1.08e+07	.3685464	.0234233	.5199754	18.99492	22.7468	26.84657	35.5844	39.31595	42.73263	49.78944	57.44631	66.31541	77.14812	83.75709	92.34217	122.2086	162.0347	178.504							74.41618	144487
2010	"TI"	46262	599	144389	1.08e+07	.3730382	.0238866	.5251722	18.90005	22.75015	26.84328	35.54285	39.33703	42.80842	49.87019	57.47261	66.49123	77.46334	84.18236	92.90057	123.0124	163.4187	180.1697							75.1197	144389
1987.5	"UR"			12381	547739.1	.3530004	.0043615	.3530004	10.91673	15.21246	17.4251	22.13301	24.47948	26.5939	30.98691	35.39656	40.08158	45.33492	48.10299	51.63565	62.78765	75.44326	80.53015	94.60058	102.0463	132.9338	185.9809			44.2403	12381
1989.5	"UR"			12368	573882.6	.3376417	.0057406	.3376417	11.76006	16.25988	19.15955	24.21658	26.46103	28.65377	33.01239	37.5421	42.39402	48.00216	51.30301	55.0646	66.90284	81.61443	93.3056	97.14565	114.9058	155.9874				46.4006	12368
1991.5	"UR"			13051	725303.3	.4016992	.0065129	.4016992	14.87767	17.58383	20.91737	26.12216	28.51418	31.07055	36.00328	40.72002	45.94175	51.79006	55.36213	59.48207	72.58553	88.31373	95.14477	106.4238	124.577	167.8564				55.57454	13051
1993.5	"UR"			13062	776961.8	.3686419	.0077324	.3686419	15.78694	19.81272	23.44973	30.01183	32.45287	35.30103	40.69822	46.03217	52.04923	58.69608	62.59414	67.22787	81.92432	99.0434	106.5655	117.134	136.6704	180.2234				59.48261	13062
1995.5	"UR"	5033	23	13733	766851.1	.2836774	.0058084	.4757935	15.89892	20.5125	25.16657	32.00266	35.11412	37.81618	43.43764	49.27148	55.63963	62.82638	67.03255	71.94624	86.5692	103.9146	110.7171	120.2594	135.6259	178.5268				55.84003	13733
1997.5	"UR"	3649	702	13946	780004.4	.2772418	.0056834	.4271335	16.28439	21.19343	25.44548	32.04809	35.07294	37.7427	43.70862	50.02382	56.37941	63.63787	67.95699	72.77596	87.63387	104.5237	110.939	119.7943	134.5693	172.4671				55.93033	13946
1999.5	"UR"	3810	693	13582	752017.3	.2722715	.0046573	.4316922	16.2545	21.12918	25.36829	31.98282	35.11102	37.86671	43.76453	50.03424	56.09809	63.21388	67.32651	72.14677	85.99952	101.9921	108.0424	116.3752	131.0916	164.8647				55.36867	13582
2001	"UR"	3614	198	15196	900955.6	.2751799	.0062201	.4144409	17.47554	22.13795	26.72896	34.42422	37.38255	40.49995	46.64401	52.8869	59.73104	67.64722	72.23351	77.54909	93.34779	109.988	115.6869	124.6757	140.5041	180.4878				59.289	15196
2002	"UR"	3775	202	15181	907470.8	.2766343	.0060667	.4206893	17.53039	22.31705	27.01775	34.44639	37.48937	40.6829	46.88276	53.25821	60.19929	67.99181	72.64266	77.93269	93.98498	111.6645	117.7967	127.1887	142.0249	180.2933				59.77675	15181
2003	"UR"	3737	187	15194	910783.9	.2751583	.0060747	.4182428	17.58781	22.43626	27.0833	34.76063	37.7252	40.86785	46.91811	53.42016	60.59508	68.54046	73.28835	78.55431	94.50915	113.1534	119.5225	128.6396	142.5343	180.2358				59.94365	15194
2004	"UR"	3774	261	15204	917404.9	.2779252	.0059543	.4215183	17.69194	22.54554	27.11702	34.83636	37.83691	40.9779	47.04838	53.56399	60.58621	68.73861	73.67036	79.08409	95.74133	113.9339	120.5833	129.6318	143.5493	180.1171				60.33971	15204
2005	"UR"	3772	291	15264	927911.4	.2785836	.0063564	.4215329	17.76181	22.61279	27.28189	35.12323	38.12705	41.31736	47.459	53.99252	61.02749	69.05464	73.91865	79.17203	96.28163	114.9187	121.7318	130.9578	145.1605	183.886				60.79084	15264
2006	"UR"	4023	361	14950	923346.4	.2742108	.0062721	.4281058	20.04201	23.77594	28.30735	35.84335	39.08756	42.1173	48.32676	55.04985	62.00962	70.37708	75.188	80.70779	97.83744	116.8762	123.5757	132.39	145.8909	184.3306				61.7623	14950
2007	"UR"	3802	352	15257	966825.5	.2834382	.0061913	.4263821	19.02393	23.46682	28.32117	36.41614	39.73627	42.78318	48.97281	55.56076	62.99119	71.28625	76.32751	81.921	100.0392	119.7834	126.7877	136.2731	151.1273	185.3374				63.3693	15257
2008	"UR"	3815	338	15283	979403.6	.2767921	.0074877	.4212595	19.39781	23.63993	28.96776	37.18654	40.69548	43.82033	50.23198	56.70924	64.0747	72.66238	77.73469	83.93813	102.2883	122.9443	130.0835	139.9026	156.5405	195.6678				64.08451	15283
2009	"UR"	3777	356	15461	1009135	.2827672	.007849	.4235817	19.14441	23.81449	29.24627	37.4161	40.92089	44.12276	50.5571	57.44794	65.15013	73.83229	78.84845	85.18107	104.2527	126.9076	134.8767	145.8935	163.4645	198.5786				65.26968	15461
2010	"UR"	3859	366	15427	1023411	.2910935	.008711	.432941	18.88778	23.91326	29.2981	37.49344	41.05824	44.26232	50.87087	57.79148	65.46821	74.18674	79.33421	85.64545	105.675	129.0325	137.4379	149.0874	167.7061					66.33897	15427
1987.5	"VD"			215429	1.03e+07	.3470002	.0101147	.3470002	11.00037	15.46419	18.47688	23.59748	25.99469	28.16287	32.79051	37.86951	43.81947	51.32468	55.87731	61.30928	78.82073	102.089	112.8481	127.6325	150.4551					47.74402	215429
1989.5	"VD"			208758	1.10e+07	.3487475	.0131109	.3487475	11.79182	16.73675	20.53183	26.15961	28.53282	31.02027	35.94809	41.40415	47.87361	56.16539	61.19905	67.25117	91.90175	114.4155	125.0626	140.4699	166.6607					52.50085	208758
1991.5	"VD"			216139	1.24e+07	.3481413	.0152448	.3481413	13.91166	18.08755	22.17748	28.59517	31.35371	33.96182	39.37365	45.52002	52.62574	61.72953	67.26566	73.9682	96.53096	124.8254	136.0542	152.2269	179.2092					57.4575	216139
1993.5	"VD"			219331	1.36e+07	.3376696	.0166871	.3376696	15.84864	19.8663	24.583	31.47944	34.56256	37.50922	43.53679	50.37395	58.11635	67.78348	73.61986	80.8334	104.7801	133.8345	144.8242	160.9313	186.9553					62.15306	219331
1995.5	"VD"	52966	12840	225887	1.44e+07	.3341794	.0143301	.4606469	16.17053	20.97733	25.33796	32.45848	35.75005	38.72043	45.18204	52.03783	60.23335	70.09163	75.94202	83.24615	107.8305	137.4812	148.4772	164.9058	191.1588					63.94053	225887
1997.5	"VD"	57713	13635	226414	1.47e+07	.333441	.0145182	.4688351	16.55244	21.58434	25.76287	32.94962	36.23349	39.3741	45.89403	53.00464	61.27372	71.22094	77.31835	84.84054	109.6591	139.9605	151.4732	167.6515	193.4297					65.07767	226414
1999.5	"VD"	58104	13557	229978	1.53e+07	.3416723	.0161412	.4744521	16.64604	21.7268	25.92432	33.10438	36.37229	39.51464	46.10113	53.43631	61.88477	72.24161	78.51238	86.31186	112.0509	143.4539	155.5473	172.9035						66.51141	229978
2003	"VD"	75116	0	283398	2.13e+07	.3549926	.0237787	.4901348	17.97296	22.7836	27.81494	36.417	40.13942	43.56173	51.08418	59.30712	68.86123	80.80994	88.23118	97.56324	128.2936	165.7454	179.9602							75.07654	283398
2004	"VD"	74177	4534	264971	1.98e+07	.3492261	.0239188	.4915606	18.41573	23.14048	27.8992	36.48637	40.28919	43.73038	51.16898	59.46718	69.16612	81.3023	88.7108	97.90226	128.5984	166.5206	180.9511							74.65867	264971
2005	"VD"	71011	5763	271183	1.95e+07	.3642713	.0244715	.4961957	17.01093	21.2192	25.90806	34.22057	37.74571	41.27341	48.19298	55.94701	64.82973	76.2626	83.59295	92.74084	124.2005	164.0517	179.7722							71.91016	271183
2006	"VD"	77545	6105	268051	1.99e+07	.3699304	.026667	.5113057	17.19086	21.70585	26.58832	35.27098	38.73243	42.2233	49.29811	57.07051	66.20549	77.74673	85.30565	94.77925	127.7983	170.6628	187.5242							74.33572	268051
2007	"VD"	75398	7775	270541	2.19e+07	.3642418	.0318293	.5028064	20.29662	24.29754	29.27909	38.36958	42.28502	46.14708	53.83262	62.52365	72.81834	85.96858	94.11761	104.1876	138.9065	183.8853								80.82139	270541
2008	"VD"	82538	5564	276472	2.31e+07	.3714384	.0342887	.5159475	20.34511	24.54189	29.73374	39.2141	43.13845	47.05954	55.17723	63.97264	74.65157	88.25616	96.81858	107.1625	143.5041	190.6397								83.71025	276472
2009	"VD"	84442	5517	279881	2.32e+07	.3626238	.033215	.5103535	20.31726	24.60043	29.71434	39.41092	43.37886	47.33036	55.49777	64.3919	75.24827	88.77437	97.39037	107.8035	143.7	188.8197								82.8908	279881
2010	"VD"	83866	8999	284030	2.38e+07	.3669362	.0350045	.5112501	20.32314	24.61272	29.85016	39.60815	43.52559	47.4684	55.69975	64.72766	75.66856	89.41568	98.17133	108.7959	145.9556	192.3113								83.96556	284030
1987.5	"VS"			85903	3660882	.3093542	.0054946	.3093542	10.83574	15.05636	17.47534	22.39778	24.83916	26.91072	31.48345	36.40452	41.75005	47.69021	51.20298	55.26779	68.20388	84.48334	91.05048	100.3871	117.4046	154.8764				42.61646	85903
1989.5	"VS"			87074	4021779	.3158038	.0076487	.3158038	11.44293	16.00756	18.84226	24.26229	26.67495	29.11315	33.91043	39.01638	44.6291	50.99148	54.6296	59.01224	73.56637	92.18771	99.54601	111.2042	131.1497	177.478				46.18806	87074
1991.5	"VS"			93640	4674274	.3168814	.0093229	.3168814	13.2251	17.05494	20.45392	26.23892	28.83188	31.4215	36.57289	42.04501	48.1544	55.18269	59.16175	64.06528	79.86623	100.2331	108.7266	120.961	143.0066	193.7961				49.91749	93640
1993.5	"VS"			97691	5287179	.3072985	.0095096	.3072985	15.6497	18.71238	22.33288	28.81553	31.78376	34.78736	40.55257	46.43969	53.00784	60.62052	65.02623	70.19306	89.50217	106.8875	114.443	126.2129	146.7928	195.743				54.12146	97691
1995.5	"VS"	35265	7174	101834	5722749	.2995061	.0067688	.4796892	15.91055	20.18749	23.72556	30.52197	33.34478	36.38091	42.43728	48.79397	55.81329	63.6101	68.17686	73.47629	90.14191	109.3544	116.6924	128.0394	146.5711	192.6157				56.19684	101834
1997.5	"VS"	35737	7337	103711	5833318	.2956995	.0061457	.4761939	15.95685	20.34632	23.74668	30.57368	33.53556	36.59345	42.69647	49.23755	56.34933	64.20913	68.79615	74.13126	90.35846	108.8892	115.7188	126.0968	143.2578	185.6339				56.24589	103711
1999.5	"VS"	36986	7498	106221	6009384	.3035626	.0061868	.4834311	15.84514	20.05233	23.41314	30.22295	33.13765	36.24932	42.34194	48.93501	56.20039	64.38795	69.17783	74.83358	92.0841	110.9066	117.6429	128.1593	145.0229	186.7582				56.57435	106221
2003	"VS"	43799	6161	126433	8051832	.3146988	.0093696	.4910199	17.14631	21.44687	25.78521	33.53914	37.02778	40.47372	46.98719	54.16316	62.22235	71.48089	76.81723	83.07539	102.477	125.4643	134.3123	146.6464	169.2258					63.68457	126433
2004	"VS"	43549	6667	127404	8196695	.3167351	.0096986	.4907917	17.19081	21.5666	25.94589	33.86303	37.3355	40.7571	47.27124	54.47327	62.55798	71.97103	77.4862	83.97746	103.7652	126.7401	135.4759	147.6327	170.791					64.33624	127404
2005	"VS"	49325	7144	128084	8351055	.3226388	.0093907	.5109655	17.2268	21.66407	26.08179	34.10044	37.54775	40.9646	47.47493	54.66082	62.75891	72.20496	77.77821	84.20226	104.2217	127.3643	136.0987	148.2491	171.241					65.19983	128084
2006	"VS"	46163	7808	127702	8510489	.3199308	.0109453	.5004964	18.20733	22.74175	27.01604	35.1921	38.54446	41.92488	48.57142	55.90718	64.05396	73.63161	79.25352	85.8085	106.3985	131.4645	140.8894	154.8848	179.5631					66.64335	127702
2007	"VS"	43343	9477	129344	8740276	.3200549	.0120739	.4907155	18.20691	22.91352	27.35312	35.65904	39.14642	42.49793	49.21972	56.55271	64.84225	74.62085	80.56825	87.2356	108.605	134.6137	144.2475	159.2545	184.7283					67.57388	129344
2008	"VS"	45244	9787	130689	8972253	.3207071	.0131186	.4953982	18.13046	22.9757	27.52624	36.04094	39.76263	43.0815	50.04132	57.47406	66.02073	76.15788	82.12541	89.2354	111.2971	137.8761	147.6783	164.0131	190.8251					68.65347	130689
2009	"VS"	45955	10090	132841	9232835	.3220477	.0128806	.4962983	17.67494	23.09814	27.6717	36.32458	40.22423	43.46429	50.50809	58.02855	66.84805	77.23717	83.39841	90.72856	113.0918	139.8207	149.6535	165.3767	190.2628					69.5029	132841
2010	"VS"	46974	10870	133336	9286610	.3203939	.0130775	.4974435	17.66032	23.06091	27.67312	36.40604	40.36146	43.70462	50.72709	58.36837	67.23376	77.72108	83.95034	91.33249	114.023	141.0121	151.1342	166.7902	191.6482					69.64819	133336
1987.5	"ZG"			33848	1942695	.3982925	.0199716	.3982925	11.04308	15.6788	19.52811	25.70628	28.33021	31.10767	36.56869	42.5993	49.56176	57.91681	62.98243	69.15361	91.9018	124.9761	138.8149	160.4359	199.7466					57.39468	33848
1989.5	"ZG"			34257	2064378	.382259	.0203754	.382259	12.26092	17.41743	21.50579	27.92297	30.88216	33.56895	39.23415	45.64758	52.83689	61.85044	67.15451	73.66473	97.42463	130.1828	144.1193	165.497						60.26149	34257
1991.5	"ZG"			36012	2562619	.4183435	.0283794	.4183435	13.84407	18.81213	23.63355	30.95577	34.09325	37.15354	43.42867	50.6462	58.88271	69.13644	75.38931	82.6698	110.2608	149.3277	167.5143	194.2642						71.16015	36012
1993.5	"ZG"			37813	2841701	.3824535	.0316293	.3824535	16.16965	21.48945	26.91787	35.34893	38.66763	41.95689	48.74844	56.66595	65.90137	77.21331	84.04075	92.26998	122.0817	163.1954	180.1522							75.15143	37813
1995.5	"ZG"	7360	703	35926	2589591	.3770552	.0252969	.4829756	15.51679	20.96558	26.40388	34.4881	37.75108	41.04422	47.34439	54.3974	62.87737	73.4957	80.51031	89.09962	118.8882	159.0431	176.3113							72.08126	35926
1997.5	"ZG"	8118	432	38005	2925593	.3688155	.0267545	.4799087	16.7125	23.07058	28.85152	37.14326	40.7712	44.08083	51.25122	59.08074	68.29881	80.01131	86.891	95.80229	125.9712	166.4017	182.9484							76.97916	38005
1999.5	"ZG"	8189	982	38942	3075352	.3816201	.0295347	.4890635	16.68118	22.86295	28.59746	37.30967	40.99258	44.37035	51.52253	59.32109	68.6587	80.1203	87.13591	95.86192	126.6335	170.7388	189.6119							78.97261	38942
2001	"ZG"	8835	249	43819	4051604	.4226714	.039883	.5195434	18.51538	24.24386	30.62774	40.44693	44.26495	48.09338	55.96263	64.60252	74.51618	87.30893	95.11575	104.567	141.4812	195.916								92.46227	43819
2002	"ZG"	8710	203	45578	4152798	.423304	.0404693	.5158295	17.65486	23.57423	30.34719	39.78572	43.71135	47.48429	55.25258	63.39793	72.99662	85.66084	93.29626	103.4327	141.8033	196.483								91.1141	45578
